3570_5694_000013_000004.wav|Those who stand near the higher and the highest grades of the wealthy leisure class in point of birth or in point of wealth are both outdrank the remote to bone and the peculiarly weaker.
3570_5694_000013_000006.wav|They become his courtiers or retainers' servants, and being fed and countenanced by their patron, they are indices of his rank and vicarious consumer of his superfluous wealth.
3570_5694_000013_000007.wav|Many of these affiliated gentlemen of leisure are at the same time less than men of substance in their own right, so that some of them are scarcely at all, others only partially to be rated as vicarious consumers.
3570_5694_000013_000008.wav|So many of them, however, as make up the retainer and hangers on of the patron, may be classed as vicarious consumer without qualification.
3570_5694_000014_000002.wav|As regards feasts and largeesses, this is obvious enough, and the imputation of repute to the host or patron here takes place immediately on the ground of common notoriety.
3570_5694_000014_000004.wav|As the group whose good esteem is to be secured in this way grows larger, more patent means are required to indicate the imputation of merit for the leisure performed, and to this end uniforms, badges and livery is come into vogue.
3570_5694_000014_000005.wav|The wearing of uniforms or livery implies a considerable degree of dependence and may even be said to be a mark of servitude, real or ostensible.
3570_5694_000014_000006.wav|The wearers of uniforms and liveries may be roughly divided into two classes, the free and the survival, or the noble and the ignoble.
3570_5694_000014_000007.wav|The services performed by them are likewise divisible internoble and ignoble.
3570_5694_000014_000008.wav|Of course, the distinction is not observed with strict consistency in practice. The less debasing of the base services and the less honorific of the noble functions are not infrequently merged in the same person.
3570_5694_000014_000009.wav|but the general distinction is not on that account to be overlooked.
3570_5694_000014_000012.wav|On the other hand, those employments which properly fall to the industrial class are ignoble, such as handicraft, rather productive labour, minial services and the like.
3570_5694_000014_000013.wav|But a base service performed for a person of very high degree may become a very honorific office, as for instance the office of a maid of honor, or of a lady in waiting to the queen, or the king's master of the horse, or his keeper of the hounds.
3570_5694_000014_000014.wav|The two officers' last name suggests a principle of some general bearing.
3570_5694_000014_000015.wav|Whenever, as in these cases, the menial service in question has to do directly with the primary leisure employments of fighting and hunting, it easily acquires a reflected honorific character.
3570_5694_000014_000018.wav|Vicaria's consumption by dependence bearing the insignia of their patron or master narrows down to a core of liveryed menials.
3570_5694_000014_000019.wav|In a heightened degree, therefore, the delivery comes to be a batch of servitude or rather civility.
3570_5694_000014_000021.wav|The delivery becomes obnoxious to nearly all who are required to wear it.
3570_5694_000014_000022.wav|We are yet so little removed from a state of effective slavery as still to be fully sensitive to the sting of any imputation of civility.
3570_5694_000014_000023.wav|This antipathy asserts itself even in the case of the liveries or uniforms which some corporations prescribe as the distinctive dress of their employees.
